x,y,labels
0.3313025206240101,0.32926584418407456,1
0.21226955309926332,0.6113965973324471,1
0.7312125060288021,0.28141109297167133,1
0.2169612469793778,0.40029893461603283,1
0.15141378594343324,0.09919177199967355,1
0.9552714233909396,0.6930733991607267,1
0.49357986131349363,0.4929922699844045,0
0.3574862049987889,0.628509548224611,0
0.4634629587813903,0.3653468914103799,0
0.0036890456172880004,0.1273905648325896,1
0.3309210785459542,0.25690806737310845,1
0.5783344260190704,0.9722096877765494,1
0.5855915407908299,0.9075756440194268,1
0.6669271902415463,0.007478410381411504,1
0.692444021271411,0.20165743792614066,1
0.16895946092524372,0.24312702042414014,1
0.9249870522144769,0.2532782152326106,1
0.09196106700137696,0.2308721273558174,1
0.5189225869631934,0.7590257142784212,1
0.8924756033261216,0.9609504350726098,1
0.5103362385542984,0.5286988054283828,0
0.7132329190860623,0.3401000889100385,1
0.33658573929099,0.3598445741202989,1
0.8785651236938016,0.7166695478929803,1
0.41940429435343574,0.5968871220465914,0
0.8958974993414432,0.29418973111673463,1
0.4808544515851998,0.16622876607131698,1
0.7689674178976513,0.5584135039583173,1
0.8534303081881701,0.4090693667189763,1
0.6053105282749085,0.7881671953956154,1
0.9000077512636149,0.45217903689908423,1
0.8101315277069353,0.11595417427092447,1
0.09740391499309897,0.27152280997190814,1
0.16518627677767483,0.9030891040882806,1
0.1280313683295824,0.7778966928059119,1
0.24672776508899041,0.0006621007048014382,1
0.8201519375379607,0.035693956497053425,1
0.15809302256033353,0.5812183382352396,1
0.49401795603865317,0.18465807031858872,1
0.14661177111256996,0.09598644603424766,1
0.31748868610244985,0.12274189154359683,1
0.8554431744546569,0.7717346454124644,1
0.3384343873756872,0.6893607050685644,1
0.10471593382408073,0.39370433874539856,1
0.9079530865372355,0.5544046694582648,1
0.7236127423181427,0.9674778509241827,1
0.525070338764859,0.6534327365693505,0
0.9224615506330891,0.05586566031044815,1
0.9126510571536319,0.05541667551307117,1
0.9125048202477081,0.9738405699175479,1
0.8348065935842994,0.13257330457978989,1
0.31144502452736866,0.38166153578862816,1
0.931357675138482,0.35087613207557555,1
0.562492170146434,0.18667151047917063,1
0.7936917640137019,0.5926989253309302,1
0.4372771249641284,0.6229164465081652,0
0.4844251913222849,0.547301217571174,0
0.6140516800582705,0.7929788345973313,1
0.8798202967783546,0.07932152838447315,1
0.8251524534821267,0.8520804778678167,1
0.21414411236741937,0.5891582012902219,1
0.2965782638859551,0.820355499980975,1
0.5223395962423656,0.18700633590871718,1
0.6268872563100603,0.590482686923253,0
0.5880805013613498,0.09663550602393234,1
0.04568004624942268,0.8217739765599426,1
0.8493007596988751,0.9722811958329228,1
0.32189979558764104,0.6918034028426645,1
0.13330985581058463,0.6214853484340116,1
0.11552185138818338,0.664119688941148,1
0.9881607231334381,0.7006897835198104,1
0.43904896219913925,0.5657445141273701,0
0.9471659182588685,0.18342146996501107,1
0.2684101406680939,0.3515967164789695,1
0.1480381219479694,0.17229169074076245,1
0.3657689968072032,0.8407092040541351,1
0.31995017282218496,0.6630293967608191,1
0.5478654929593187,0.2178260772471703,1
0.8061369049775627,0.049348662706181434,1
0.2684940520232968,0.8793165071637283,1
0.4423586304825372,0.7210733738385914,1
0.2761057463787401,0.7933013920428875,1
0.5481034038899375,0.7436808865457142,1
0.08042224763502548,0.785103936405537,1
0.36962469888504257,0.7088116678660544,1
0.8648100251611729,0.09322398797010512,1
0.7561255769985336,0.3303153990865074,1
0.592087714935543,0.3852224040657002,0
0.902182726060938,0.33109530721918246,1
0.7890244735179704,0.9852014111974007,1
0.9765822234446537,0.24799642366851127,1
0.8355648226530602,0.4205253759307328,1
0.3245386206454973,0.17131206595807413,1
0.2373028175103843,0.13799350596526883,1
0.5469724903621414,0.061882004955573056,1
0.21404648638975443,0.7171549136837798,1
0.9771476791798995,0.2688378103488648,1
0.9113415330748434,0.421886377330847,1
0.7813081826339752,0.8604883957974322,1
0.335001707160699,0.5861119494148032,0
0.10381548869988377,0.9532178427084917,1
0.4828281079201071,0.2839388687580976,1
0.03565664009631164,0.6746055545071277,1
0.230546314434543,0.25154391001486975,1
0.8116523550508656,0.0329359373457605,1
0.2794327615293557,0.5698146776734548,1
