x,y,labels
0.5404413589721573,0.47774255102476826,0
0.8006167691673503,0.6713083967292129,1
0.9221347661447713,0.45435654116702917,1
0.4528183549746281,0.2990275289025984,1
0.7073852453678608,0.6987822803722868,1
0.8892435478204904,0.5387081077708765,1
0.904553185968521,0.718167902289225,1
0.793810479652951,0.5997439712654554,1
0.9900966153930163,0.48164938861105777,1
0.7364890411061467,0.2717201367756311,1
0.734710689078629,0.7313043559094908,1
0.723019009491216,0.6084661251224133,1
0.8834027415758395,0.30588491724900313,1
0.9435353032581679,0.07423926347897147,1
0.8503853220033334,0.05574437832285761,1
0.4643448472689199,0.26885185733745487,1
0.1748657218546963,0.026941921638154898,1
0.6156025391108738,0.5167095859383756,0
0.8779766925474644,0.32605146798713447,1
0.22570810043461909,0.021654211010547875,1
0.5757926689453129,0.543047140432651,0
0.6441738768165532,0.5087200996782915,0
0.9714739348170014,0.16745982339079013,1
0.4839339807349343,0.34021227705770796,0
0.9229080971692288,0.2962636661446173,1
0.4553492639076465,0.05677981196014814,1
0.993087366075609,0.5096654628591393,1
0.6671966596203758,0.5324655865069193,0
0.8037041739602582,0.6415022211197324,1
0.8450056253959799,0.029497086070375933,1
0.6911779660829123,0.3158139951745257,1
0.7779523414315124,0.4551381497112298,1
0.7803024811358014,0.6759100626157672,1
0.2630300075798667,0.07412527780117872,1
0.8490397271949821,0.5936912860945515,1
0.7189193717445317,0.26079751790299943,1
0.8427472325571157,0.452150524167762,1
0.42692172852126276,0.3210082650309414,0
0.47826982100021287,0.06123977726591712,1
0.7466409184558211,0.20838916750068626,1
0.5452222189599883,0.3455732651141358,0
0.8093971895552229,0.25721352777839146,1
0.9851759997052355,0.8432839167464011,1
0.8375027399762026,0.5433352952182131,1
0.8011569414563592,0.16857883085590075,1
0.5095278040936808,0.03490130470750852,1
0.9008725680582879,0.6173266003070734,1
0.5140407358495892,0.06460970564190982,1
0.4443616386867768,0.17711250325141348,1
0.7058867014205801,0.42464702253504816,1
0.9615230281033971,0.6332565565640157,1
0.6975795443926148,0.09988829771105201,1
0.936135068511793,0.7421904754492763,1
0.3337487099473726,0.32990030741444776,1
0.2946788851517156,0.22575234486235063,1
0.7514332328555811,0.602287906993809,1
0.4213077450738216,0.06431816871544727,1
0.928716569548994,0.31353636579503374,1
0.582449797851514,0.18285055622797797,1
0.3000962580528289,0.19642868398362467,1
0.694721185491273,0.36715703934836985,1
0.8326845389902224,0.5257348778044577,1
0.9770461034355586,0.702260731712624,1
0.9656243959045054,0.24089589878360418,1
0.7087451414106396,0.6675211380760662,1
0.6965410658715732,0.16728233503872003,1
0.8127325479735145,0.3556681408041502,1
0.9238471183210951,0.6034103351377782,1
0.39745256060601464,0.21483981220792914,1
0.3624219741226389,0.13851515021268102,1
0.44065729735464865,0.2965734546453177,1
0.657572738784119,0.002611097280068919,1
0.1841465751757697,0.10698968929224761,1
0.9021232458493251,0.4251113654120616,1
0.8240282608020132,0.7090191937068471,1
0.5799419197297531,0.10572635740261471,1
0.9479436408580121,0.2458162674351828,1
0.1950194273922653,0.04113548745615114,1
