cost,costg
0.15388060319887162,0.18214923540840217
0.2037493307791192,0.1654655644125449
0.2235544401624956,0.1582459234092117
0.18928058162955474,0.1755670932867907
0.18995770848838484,0.16335222225673676
0.2102625847546801,0.1712822763468595
0.18601174638424955,0.15190927613625976
0.16485360391139892,0.1537439541405673
0.17968552459439976,0.13496701925956586
0.20462693865939788,0.1484827951419056
0.1931241401651067,0.14845009895435202
0.18717148521290702,0.14337486288011758
0.19745027116529004,0.1341685161864154
0.18754624593898747,0.13830781966068395
0.1789004502010536,0.1423670446792236
0.1646286641422412,0.15019125863969088
0.1981879583628131,0.1481924791984409
0.16669489065300158,0.1302481782797743
0.17588168138830113,0.15741729745666516
0.16989818448554403,0.12730264758387164
0.16974912881622714,0.12123221532348519
0.15314109751954808,0.1149869406028554
0.16123888908248196,0.12325323384329208
0.18497196045915706,0.15235194048387918
0.1809117042522839,0.12954756530534642
0.15744723242899347,0.11726873196825804
0.18055214435827802,0.13143847620694354
0.16607716837863346,0.13424484301622147
0.1595693699358493,0.14082532156108565
0.15882501799461235,0.12435549173002686
0.16342710718820153,0.12155524396781128
0.1682231373894077,0.1268553502811669
0.16646109517626761,0.1223730337344716
0.16639519868941688,0.11374718642833628
0.15946608189940326,0.13046693991101685
0.15720339139467207,0.11740072691939733
0.15870239700100722,0.10560835231976755
0.15908283799783215,0.12498525467866622
0.17065974352804625,0.11017194597554873
0.1513474427095893,0.12449444174998144
0.15868527269705468,0.12238344797990443
0.16304229333960538,0.11895498711537004
0.158950174599986,0.10226641546677732
0.1621738254549881,0.11941558715866486
0.16963686206647788,0.10815718891427982
0.16360339710936067,0.10756011352547706
0.16236890142724147,0.11414059715737418
0.15913971688666273,0.12440708617498494
0.16513059205771163,0.12067908530463958
0.13610710971602674,0.10104557404563812
