cost,costg
0.5856555394388204,0.49638945353087555
0.5856555394308671,0.496389453569441
0.585655539548295,0.49638945353514446
0.5856555393673532,0.4963894535411263
0.5856555394086397,0.496389453485121
0.5856555393972168,0.4963894534606423
0.5856555393614579,0.49638945355270453
0.58565553943109,0.496389453344267
0.585655539540143,0.49638945339593193
0.5856555395352746,0.4963894533924109
0.5856555394996877,0.4963894534305192
0.5856555394512084,0.49638945353241654
0.5856555394004245,0.4963894535357036
0.5856555395241523,0.4963894534229731
0.585655539325933,0.49638945337675044
0.5856555393257012,0.4963894534762084
0.5856555392013542,0.49638945341796015
0.5856555394313957,0.4963894535658387
0.5856555395023466,0.4963894534490179
0.5856555393979369,0.4963894534258851
0.5856555393368374,0.4963894534486417
0.5856555394372756,0.49638945346861385
0.585655539339735,0.49638945342588786
0.5856555394805003,0.4963894533508001
0.5856555394187992,0.4963894535514365
0.585655539414981,0.496389453324815
0.5856555393170126,0.4963894533517518
0.5856555395794428,0.49638945346562474
0.5856555393910123,0.4963894534631517
0.5856555393947602,0.4963894534353692
0.5856555393510279,0.4963894535934506
0.5856555394492613,0.49638945341803314
0.5856555394903428,0.4963894534386666
0.5856555394850975,0.4963894533571878
0.5856555395762024,0.4963894535388529
0.585655539480414,0.49638945347383934
0.5856555394344669,0.49638945334101936
0.5856555395275886,0.49638945346611735
0.5856555395668027,0.4963894535315517
0.5856555395323203,0.49638945360502235
0.5856555395028771,0.496389453532986
0.5856555393760791,0.496389453427519
0.5856555394078591,0.4963894535947946
0.5856555394769726,0.4963894534483812
0.5856555395449107,0.49638945362675163
0.5856555394525214,0.4963894534819242
0.5856555394822154,0.4963894536444534
0.5856555395322569,0.49638945333931117
0.5856555393532461,0.49638945364756193
0.5856555395308216,0.49638945338336626
0.5856555393420912,0.496389453546514
0.5856555394277364,0.49638945351987007
0.5856555393570472,0.49638945356274045
0.5856555394265154,0.49638945362254466
0.5856555394316796,0.4963894535398531
0.5856555394190245,0.4963894536269095
0.5856555394414749,0.4963894535263742
0.5856555393832616,0.4963894533301342
0.5856555394481884,0.4963894535315906
0.5856555394698502,0.4963894536216126
0.585655539552619,0.49638945351874053
0.585655539452137,0.4963894536181899
0.5856555394958229,0.4963894534804143
0.5856555394915166,0.49638945358257597
0.585655539510812,0.49638945339835444
0.585655539425766,0.49638945349604546
0.5856555392970793,0.49638945337042095
0.585655539433435,0.4963894534998724
0.5856555393867297,0.49638945346890706
0.58565553936157,0.4963894534264804
0.5856555393892392,0.49638945346457597
0.5856555394612772,0.4963894534717149
0.5856555393603137,0.4963894535248688
0.5856555393941831,0.4963894534733397
0.5856555394221022,0.496389453508358
0.5856555395441455,0.49638945341258645
0.5856555394194501,0.49638945352869807
0.5856555395045085,0.49638945350706404
0.5856555393693332,0.4963894534617451
0.5856555394832219,0.4963894535485582
0.5856555394272097,0.4963894536687311
0.5856555394195769,0.4963894536337078
0.5856555394696839,0.49638945362660675
0.5856555394635805,0.4963894534060018
0.58565553942427,0.4963894534694435
0.5856555394840166,0.49638945348483415
0.5856555393856767,0.49638945353812913
0.5856555393733931,0.4963894534072352
0.5856555393818648,0.4963894535314494
0.5856555394632816,0.4963894535150523
0.5856555393799666,0.49638945339283874
0.5856555394411574,0.49638945349898894
0.5856555393292141,0.49638945331974743
0.5856555394102133,0.4963894533034227
0.5856555394132742,0.4963894534311377
0.585655539407762,0.496389453450508
0.5856555394369949,0.49638945352910907
0.5856555394029755,0.4963894534540407
0.5856555392681334,0.49638945362339754
0.5856555394456262,0.49638945366900966
0.5856555393174497,0.49638945355756253
0.5856555393976726,0.49638945351095487
0.5856555394363657,0.4963894535939979
0.5856555393522356,0.4963894535029361
0.585655539391694,0.4963894534486818
0.5856555393559377,0.49638945347118396
0.5856555393912081,0.49638945346143803
0.5856555394587976,0.4963894534209149
0.5856555394309658,0.49638945353092745
0.5856555394517133,0.49638945345861246
0.5856555394949642,0.49638945343120733
0.5856555393602668,0.49638945352143
0.5856555395263396,0.496389453444026
0.585655539376432,0.496389453525314
0.5856555393786892,0.4963894534860996
0.5856555393482394,0.49638945342359375
0.5856555393919151,0.49638945346609853
0.5856555393572566,0.49638945341369184
0.5856555393896975,0.496389453424667
0.5856555394467642,0.49638945343290974
0.5856555394291726,0.49638945340048224
0.5856555394126105,0.4963894533974773
0.5856555394197678,0.49638945351669556
0.5856555393952336,0.4963894535152346
0.5856555393649793,0.4963894534034453
0.5856555394317079,0.49638945352520863
0.5856555394930559,0.4963894535388327
0.5856555394303561,0.49638945351906266
0.5856555393172974,0.49638945338958795
0.585655539384771,0.49638945344370444
0.5856555393266343,0.49638945338169255
0.5856555394692272,0.49638945352273894
0.5856555395348885,0.49638945356195097
0.5856555393868302,0.4963894534862312
0.585655539480123,0.49638945332686557
0.5856555394524782,0.4963894536345762
0.5856555395724841,0.4963894535107975
0.5856555394175824,0.49638945347346514
0.5856555393323456,0.49638945338415924
0.5856555394189394,0.49638945347251223
0.5856555395509923,0.4963894534288182
0.5856555395181483,0.49638945349375824
0.5856555395264661,0.4963894534394763
0.5856555393062742,0.49638945356645797
0.5856555393037418,0.49638945364272613
0.5856555393412333,0.49638945360318226
0.5856555396219097,0.4963894536483833
0.5856555393970473,0.4963894534164248
0.5856555396247846,0.49638945364481457
0.5856555394389361,0.49638945349328945
0.58565553944326,0.49638945354472014
0.5856555394507935,0.496389453489982
0.58565553934486,0.49638945342226043
0.5856555394056404,0.49638945344406327
0.5856555393447643,0.4963894534253025
