cost,costg
0.670962420160669,0.7033987903133562
0.6709624208940544,0.7033987908020188
0.6709624208693825,0.7033987901057963
0.6709624204690556,0.7033987899924978
0.6709624204646042,0.7033987907803168
0.670962420605967,0.7033987907615078
0.6709624205874635,0.7033987907518034
0.670962420669557,0.703398790599283
0.6709624200894534,0.7033987911269487
0.6709624206189992,0.7033987906792867
0.670962420761717,0.7033987911857479
0.6709624205039624,0.7033987901542897
0.670962420281469,0.7033987910925673
0.6709624210576833,0.7033987914707441
0.6709624207871212,0.7033987917293282
0.6709624207528001,0.7033987896112888
0.6709624202976122,0.7033987908782573
0.6709624204126824,0.7033987898798749
0.6709624210471298,0.7033987905420508
0.6709624199665065,0.7033987903031311
0.6709624212604767,0.7033987903380368
0.6709624200010007,0.7033987909497263
0.6709624211093328,0.7033987901581323
0.6709624202078036,0.7033987911726758
0.6709624205628247,0.7033987904131681
0.6709624205273853,0.7033987903521308
0.6709624205611681,0.7033987905803581
0.6709624201904316,0.7033987917814974
0.6709624207414666,0.7033987902242806
0.6709624202740333,0.7033987914629565
0.6709624212506836,0.7033987915600549
0.6709624208773018,0.7033987904054743
0.6709624219592483,0.7033987914368566
0.6709624209315501,0.7033987912482625
0.6709624213325464,0.7033987903982543
0.6709624210664538,0.7033987911676614
0.6709624206690468,0.7033987909216547
0.6709624204517952,0.7033987900477555
0.6709624206863812,0.7033987905149784
0.6709624203633454,0.7033987912221481
0.6709624210074292,0.7033987905289131
0.6709624205748217,0.7033987910889771
0.6709624198825334,0.7033987907890914
0.6709624202358129,0.7033987897901621
0.6709624201516886,0.703398789915001
0.67096242058715,0.703398791065535
0.6709624207680961,0.7033987912206332
0.6709624210203273,0.7033987905379225
0.6709624204080683,0.7033987905271707
0.6709624204951198,0.7033987904344035
0.6709624205019054,0.7033987907920147
0.6709624199248626,0.7033987897826173
0.6709624202656154,0.7033987907421406
0.6709624201947881,0.7033987899423174
0.6709624197939118,0.7033987902277749
0.6709624201502594,0.7033987911174415
0.6709624204969135,0.7033987908399102
0.6709624204864714,0.7033987894298579
0.6709624207904543,0.703398790325857
0.6709624201558289,0.7033987895711136
0.67096242075087,0.7033987907024646
0.6709624204345715,0.7033987906004077
0.6709624206120403,0.7033987908458055
0.6709624208857934,0.7033987910567395
0.6709624200919987,0.7033987909764892
0.6709624208905905,0.7033987910535182
0.6709624213221342,0.703398791193369
0.6709624212549319,0.7033987916585718
0.6709624212463619,0.7033987911608779
0.6709624204018986,0.7033987902693959
0.6709624203022523,0.7033987891911673
0.6709624200891764,0.7033987901767911
0.6709624206664997,0.7033987904667046
0.6709624202524019,0.7033987900547807
0.670962421034541,0.7033987911993601
0.6709624207097885,0.7033987901888132
0.6709624205119237,0.7033987907267327
0.6709624207082484,0.7033987903281175
0.6709624213842951,0.7033987900426784
0.6709624203795534,0.7033987908184789
0.6709624211010393,0.7033987904900396
0.6709624206786539,0.7033987911246578
0.6709624200292958,0.7033987908048415
0.6709624208482795,0.7033987911292652
0.6709624208398495,0.7033987910956504
0.6709624214936964,0.7033987913748868
0.6709624209305819,0.703398790764442
