para,parag
0.26403469212048775,0.21279839408430576
1.0846918962810936,1.0902743177630718
1.2606087640095378,1.2103837037835543
0.8538411128069174,0.8324921719796331
1.1037602378524853,1.1173472795186419
0.34655346739604975,0.3178841257410618
0.8027854320500375,0.8481777213501314
0.8261244744749705,0.8732991102313309
0.22683201415308996,0.27971580033724386
0.5883664771813544,0.5360286513621344
0.13776292394394307,0.24998950008825468
1.0646192281890134,1.0933559054509296
0.9791894335594162,1.0349313996985334
0.27750467926413735,0.19537927685254164
0.5646674176720647,0.5803011735604312
1.088440959898459,1.083631002383264
0.47677927608114185,0.5127735285098002
-0.05855818583442067,-0.07826599658967325
-0.016272958319883398,0.01259763505784742
0.8318955741071254,0.8057002526318049
0.7933509414526332,0.8579667858219998
0.018564775893553234,0.02248129200480408
0.2359539423937954,0.20750668532251834
0.43958637454559774,0.3949935486915274
0.8587539795103775,0.843958297303844
0.41076626642831954,0.377931219212928
-0.5444910479819672,-0.5284058960481034
0.6339492186145362,0.6318481279157278
0.21060376973470588,0.11808355151097913
0.4071247767326023,0.3217864147210297
0.7903389831437789,0.7149690414495008
0.20302039136818534,0.31868190177168104
0.7187284028156052,0.7296462045223302
0.09025818327327609,0.20703893198069548
0.7078296481112467,0.6546836102418807
0.32211857003415545,0.3945471006549878
0.10986975106292864,0.04199170528836414
0.2864384016699979,0.33380229991403787
0.4841773656729697,0.5417009756660071
1.1347914110411481,1.188454852414016
0.24023830430297077,0.31445083283974906
0.5046706282815945,0.47948407737921894
0.31202141060506267,0.2631484810535549
0.5934722521275116,0.6182252400444241
0.4739742373841616,0.4516234175843864
0.48923307096397817,0.5281982494861868
0.34948343926435677,0.33654023930705856
0.5500992545184267,0.6102486295957562
1.0814759089238306,1.0595428260898523
0.7566845833508472,0.7606354907820401
0.8612007367773153,0.8568296060688456
1.0807107316795774,1.017885563423932
-0.05943563030182693,-0.09107895016607534
0.7153054038017459,0.7256850744358488
0.4265510056817297,0.4126342598353082
1.0946512732807212,1.0968020717592024
0.42043500850311805,0.38601628718153336
0.9758098341155504,1.0081801809327806
-0.22050404805237162,-0.24970066922954703
0.9844923206530111,1.0271031917709392
1.3470208989422547,1.3431872553212594
0.6802450286650634,0.7420923559106324
0.8469853103935585,0.8588772767985691
0.115475945308572,0.07207703210319388
0.973633140958694,0.9537589301839736
0.38341138878305453,0.3741968197270307
0.9411456163113052,0.8990606199467517
0.7346049587633388,0.7361739002226967
0.4225354489751787,0.3983329339698392
0.14523051833475042,0.17707463917132205
-0.0639650064996474,-0.04118213812273786
0.5718200067462377,0.5271897008107458
0.38396180983309536,0.3370868478005643
-0.13466568414158905,-0.1105687708216914
0.22039416343306728,0.24002533200567766
0.027129649498722416,0.08131950502979857
0.7419840738021803,0.7370378189600234
-0.16842131129199123,-0.13880995257197618
0.9040415715811028,0.9024576349749214
0.5954937911469702,0.6022366531641931
0.7980703146886143,0.8028199997818488
0.5972987217430878,0.5596483715474667
1.1996158261934078,1.1674302058538741
0.3934319547724839,0.4068948572522458
0.511922173004884,0.4411613605165284
0.20231105969119254,0.20418735486459422
0.5502145893868361,0.5015113889263358
0.33909801670159156,0.371126612906953
0.4192171851149084,0.4023200232088894
0.04741298093893673,0.10890477122789675
0.9370215086623335,0.921842253588719
0.11126928935453403,0.08473362930543461
0.41371360367606946,0.36491740905316333
0.29593658725271893,0.268123413905676
0.25354546046373894,0.26904741703483204
0.6663928514270541,0.7747802248101746
0.3438456774372485,0.38306437354942213
0.9428904261897564,0.8962385742607801
0.49126335898149676,0.5705802363874765
0.7507945979112562,0.7603821030194824
0.16984295539457475,0.16187352168968483
0.18186536788393368,0.17878333777153724
-0.01186702573371492,-0.030160015380132993
0.2551688066728462,0.23462358199393674
1.3111530834550986,1.2103152683858598
0.35697262728330226,0.30296480214449817
-0.060281729551612956,-0.03075885945463059
0.476229747995131,0.4393328161149075
0.08296353335615222,0.11683686262038427
0.6840195844966955,0.7429136478988081
0.5350784251989801,0.5327959374400014
0.37740576517461566,0.40509494988321515
0.2672551152595507,0.264849614824482
0.45626517640493525,0.43110784557827836
0.4358322870774359,0.45092410306873404
0.24727416309678607,0.1893266968198266
0.11622550430184053,0.1091561602409397
0.8158332561070268,0.7579675689717849
0.7321297169972328,0.7554810502637015
0.012632396633043642,-0.02801955918731514
0.07841399519843803,0.09689411684075716
0.657882241768094,0.613295276468433
0.9430378679622436,0.9167809338959153
0.3847121709171783,0.4414656737800279
0.6770888383175936,0.6842749297584277
-0.26713831574495284,-0.2542418793818994
0.7964396274625613,0.8182993370705434
-0.02308115138916557,-0.05719315469227674
0.72211898852669,0.7680861846049086
0.43141624201212037,0.44297694134768456
0.34238269551791456,0.30624290701899676
0.2929281056323927,0.2690502398600718
0.2956227963704245,0.24782634319112526
0.2377424096071733,0.2368954527404222
0.17746134977281666,0.23444761227719388
0.3764278524622492,0.3548842538558134
0.7458571128710881,0.7072777174622832
0.5611794475420749,0.5698741696790177
0.02128986920444968,-0.022607504707424585
0.5059759926336848,0.5897030627036854
0.37614314884478334,0.39220044194865666
0.451009245961748,0.5140704755473795
1.2321824910188206,1.242000395045416
0.914758233723828,0.8709368889029397
0.6901416018219818,0.6926597387643083
0.13346947036904966,0.06629210756054014
0.9169415620742711,0.8965832439263376
-0.04664990794504019,-0.04260623417204287
0.6869092357347157,0.7363837865725803
0.01577287819733541,0.10368477834008302
0.29945548259780397,0.34284775467896056
0.6284320792288426,0.6590208958414416
0.8867953602237539,0.8894243593684934
0.4218475055097111,0.4408810986086711
0.6262918372086315,0.64309287672092
0.10841096309748575,0.1815061563333821
0.4499536032169403,0.470439763010726
0.3173461927938483,0.29630693095615607
0.6143423936752783,0.5871010865843621
0.9744080760522613,0.9443747372515416
1.065718114842862,1.0735128924505435
0.7220936349846973,0.6781462939667902
-0.05279626207592463,-0.0024208609602010406
-0.018440411691109555,-0.01286906499511194
1.4294877192178816,1.387165611724831
-0.21766928895741078,-0.21696455122265346
0.5413616053412816,0.547171555852703
0.48827993677337495,0.5252014600744189
0.5169347235771206,0.5738449309881062
0.2389573992726842,0.29479510017213384
-0.014581605987026455,0.08009861875718571
0.7165103431048025,0.6886915380852004
0.44381461245516085,0.4108312381523378
0.04665821822469857,0.0732205955057602
0.8318656444706296,0.7942375369426677
1.050854660370102,1.0159219568672782
0.39178333697214573,0.4243828639760499
0.09408276683035358,0.1285681213254049
0.8246780240977925,0.8484844422272789
0.2720408863008274,0.31742062326774007
0.4595594475600534,0.4673290709640432
0.6585037364670885,0.6267620473349713
0.3786867791506918,0.47547435950476863
0.1911815105758987,0.13623604734059003
0.39646935119249627,0.4062873134321532
-0.45786009301644687,-0.37236221940539094
0.03651366963459154,0.03661959540874344
0.047379458070869525,0.06767180559133058
0.4429565288889047,0.4532027128973321
0.2817599173469435,0.33551385812006274
0.06746234611440044,0.05811860306203724
0.8458622591718273,0.8743693113381106
0.11689663827170113,0.07919555399205523
0.8808022427637145,0.8702080271119071
0.39033818478298393,0.4396595797426173
0.5998132990268428,0.5644597270282947
0.5181957231241789,0.5208589828809763
0.3722966399495152,0.380945247405757
0.9800353356564678,0.9525183536274521
0.6018531670985564,0.6019062280753529
0.5514742112688856,0.5263822590109392
0.15499762844006487,0.16337081249909252
0.29715855218940845,0.3805494888516898
0.449614889063265,0.5044140028037819
0.30435877549251733,0.29917299472102143
0.581318150649459,0.528771726250042
0.7178384462242909,0.6860478370516125
0.79320309602776,0.8630660497649182
1.0230096787514618,1.1308649657803462
0.04042825616475382,0.05228795870482759
0.9735954756005979,0.988732106255144
0.095366631493907,0.18295549980384865
0.599664538542286,0.599908471523242
0.6089857996922976,0.6975731267131957
0.021230997703542562,0.03769546328545996
0.09615703784851178,0.05294160980055237
0.030594273912482626,0.050520205738647246
0.29327647742536567,0.2012100690801221
-0.275724769655491,-0.2862000664402035
0.07470639547627941,0.006427079587056431
0.2597623148017185,0.256403291410901
0.8110133708735251,0.8391695076412754
0.03497084430643296,0.006721134248055869
0.5376983459963951,0.5774366362315811
0.6351517288826604,0.5952615558589974
0.3680243447370737,0.3942569786952696
0.5656474468835628,0.5965876651208573
1.3441573180282635,1.2707727322468643
0.5598632665216813,0.6359814674275186
0.09998634675667015,0.12590565238908824
0.7180748960556882,0.7418753661708517
0.5884153399581517,0.6101158599796358
0.07318147951077869,0.03911878637630648
0.4929490904272965,0.472813300618314
0.9419125073813521,0.9551855728593592
0.5662755419940599,0.5865982978872987
0.17687493436353358,0.2194653906650597
0.04415634260716093,0.05451892642775619
0.6265632731068056,0.6143625609678247
0.4609840953912232,0.41743134693373296
0.5672117027524124,0.5521109918399614
0.23759825965629464,0.2093226396759765
1.0740223808909455,1.0532566414830378
0.65827421862708,0.7435197025580972
0.12920429521121385,0.17528011556847997
0.09512053797351125,0.040496887665612255
-0.10432905794637023,-0.06035836326485785
0.302562915696085,0.25000764172432016
0.9160836162443465,0.8677083911003813
0.37709666496893257,0.24775288363492193
0.5801772979941727,0.5817653682560913
0.5284759171012265,0.5349631126151423
0.6073498601229673,0.636048376211986
0.8190917635975481,0.8909364030950818
0.5035557490956463,0.5403278346033942
0.25343287750146937,0.2724997340657412
0.22952650032046154,0.1789245327460995
0.09077925405943271,0.11702420199625317
0.6104814168096259,0.5608875872905046
0.8279331319550989,0.8519534412456868
0.1287096086192224,0.11412971322267665
0.946389484226875,0.9773099760953722
0.37974351468754225,0.3094562431998749
0.13856590499184585,0.14248802850833675
0.6833708002975816,0.614396365910572
0.5201248329217274,0.5425896095990024
0.642483036508174,0.6560317437552992
