cost,costg
0.19955083406354454,0.2236685270217162
0.20667988183564429,0.22144565833017774
0.19861468797274362,0.2263537815759543
0.195284959397976,0.22313164751061815
0.18408069088918386,0.21910787803887116
0.1763514013100987,0.21882469071607388
0.1780615234843718,0.20798814783982783
0.18483089234519742,0.2134931262129028
0.1867334447014447,0.21602158615532135
0.17719995254475257,0.2124036264160236
0.16926556521981903,0.21044622506818517
0.18223357945109508,0.21692552045174354
0.16886326946443342,0.2117064139500283
0.17540538338676753,0.20263346925048187
0.16962904824749822,0.20024933622273203
0.17058490803489357,0.20877028236125272
0.1621613198019913,0.20496438752111573
0.16874243549904194,0.20306836379829923
0.17301567000837728,0.21287359800930422
0.16264088067656998,0.203890358958145
0.16250869921379152,0.19573670597138657
0.15721866700277046,0.20008226922201897
0.15815807609024546,0.20353278575283074
0.15786024129140744,0.2005671042796022
0.15418284309546681,0.19791476496711952
0.16381396222246034,0.19914652620632498
0.157483197659502,0.19585615230300157
0.15707213204211667,0.206044350712159
0.15768198368052957,0.20019151303378582
0.1601743599869513,0.19727297170082134
0.1633289918457389,0.20386501290374442
0.14936538694300833,0.20171226453645755
0.15207641260371993,0.19236116419403126
0.16454401020279913,0.20170914416642624
0.1566982482805481,0.20475874726276094
0.15404216624279626,0.20331248446163003
0.1555866738578977,0.20005850785011114
0.1567599670634092,0.1983030952266994
0.15149537673515867,0.20655771033826306
0.14972143881732164,0.19606025067525726
0.14811804356973574,0.2035370330359203
0.14797107070220553,0.2051974030548041
0.14311544852757183,0.20170157327145544
0.14826721651885644,0.20652048897757427
0.15607526783260908,0.18949084032790597
0.15655822639205347,0.20582427301338654
0.14412505146603627,0.19963745468823824
0.14712451476793414,0.19948074469803095
0.14549563839450716,0.20372361558306035
0.15097666978908222,0.20572095046757705
0.1558143117987266,0.19563008317427194
0.14778031143019973,0.1969040783072488
0.15087490096787826,0.1969564644411478
0.14701731552070507,0.1844033886317113
0.14717477969880716,0.19602698696324045
0.14219079931917103,0.1970727058391547
0.14140016450765575,0.20330435368417005
0.15142416940363207,0.1955351346134451
0.1431548353034538,0.1931647771819979
0.13927334546224002,0.19677584146926072
0.14930010418379344,0.1987141027425839
0.14278323831549053,0.19449096607473162
0.14471596775381373,0.19435769014503287
0.15855971862500887,0.20490564902900768
