x,y,labels
0.3487881376957146,0.24141245707626446,0
0.47787638811955946,0.22527429832986579,0
0.6342354184462783,0.31968972708493504,0
0.9913013761289282,0.6736017212540747,1
0.49155376092435443,0.10727539692689814,0
0.8134880454577722,0.07628260329534653,1
0.6820547859746752,0.15994256741068447,0
0.5351143353076226,0.2761520788862435,0
0.4105306791844543,0.39770861035831506,0
0.44611951668140004,0.3191636915230902,0
0.6607873704408205,0.03436010855564853,1
0.47331651772008,0.43310043363419204,0
0.917175992728912,0.31558980571580797,1
0.8726100145150097,0.572283563597513,0
0.8149502078574489,0.060658328330725375,1
0.9404703862736457,0.6677550848988372,1
0.9672187509549893,0.09300889682988445,1
0.3989905988490642,0.3251568327569344,0
0.9164343491145621,0.8326758644117954,1
0.3248884050021902,0.23262554911510802,0
0.6106786531172426,0.010974720591780285,1
0.781873081828411,0.24816435309370244,0
0.8298873505751077,0.6951259534875177,0
0.6296233586882386,0.31494316413797696,0
0.641289341035322,0.5036336235494484,0
0.4444805480346464,0.09916406616225615,1
0.953670905130245,0.6864931585700583,1
0.8964853795421716,0.014003486288881817,1
0.6780011339391232,0.6577475202338443,0
0.9747278897884611,0.28531517500444625,1
0.8647582989182373,0.4788616345000518,0
0.4450048064802934,0.23331148227170995,0
0.9511304871430138,0.672116816800906,1
0.45230964722295264,0.29537025477228174,0
0.8588531064528602,0.44562724971597056,0
0.7498958907319571,0.5560680464820154,0
0.6642002810632777,0.2245795733486814,0
0.3186130392044503,0.20817234453287126,0
0.3768855763700154,0.09527153338148908,1
0.6317830991755997,0.42651519840831353,0
0.8969281445568088,0.35787131328294186,1
0.6651288304014034,0.2296743959797778,0
0.588280610259855,0.3956149430115923,0
0.8676715849587454,0.16851347751781154,1
0.6514571970257932,0.5146955389987538,0
0.4812193973758635,0.1875491727488019,0
0.7810797019329538,0.3267912832467198,0
0.3753612344113034,0.02016242555385117,1
0.8654838758092007,0.8572218308997605,1
0.5029123485648794,0.3090025518772417,0
0.7034288853559043,0.35711361035767464,0
0.7129272499279151,0.2129791804918616,0
0.9147520499165993,0.14096564735680994,1
0.8409590339420776,0.7622264094474305,1
0.7066406359006713,0.2604236497085689,0
0.6319014802980834,0.3926754801480673,0
0.29803364056229065,0.19917273375000932,0
0.5740351582288495,0.3743936708325575,0
0.9656144889363792,0.9497422739058017,1
0.9089526777590279,0.5331184896188342,1
0.785327939994052,0.3953558420261619,0
0.8418233765150541,0.09485444981365387,1
0.27418938264657877,0.11186449652788066,1
0.7696397557025865,0.4420051925821362,0
0.9551453680468052,0.30222775820697845,1
0.7433556460822512,0.7064241914820982,0
