x,y,labels
0.8492114862904871,0.8351573791818049,2
0.6529188172450681,0.6067202756767491,0
0.7345879288425923,0.3499343262517377,1
0.7856127260248515,0.474060046070916,1
0.9555979062045981,0.24239258361556681,2
0.6034881022598771,0.36299291080771345,0
0.7466044468776828,0.26635135441163815,1
0.39744309208143014,0.0478769245729993,2
0.5881266191790886,0.4134699308569175,0
0.9465821026108889,0.6739456625982164,2
0.9223795438256005,0.6937878211776787,2
0.7519784268136004,0.2646304063936372,1
0.8062735728268666,0.21155584151149986,2
0.9073976487328509,0.200168190297058,2
0.9290531107266231,0.596100289510665,2
0.8122734439281919,0.5939751701165978,1
0.4828607643035062,0.23267943450150186,1
0.6944237741615232,0.23608686537583146,1
0.7212639589217679,0.21802688877365017,1
0.7643322619049845,0.2052001135302921,1
0.5622919701540696,0.3457599996267797,0
0.6515466261573515,0.31532897110473757,1
0.5935067092135959,0.3148378290657339,1
0.6659897586279434,0.08080608758487673,2
0.6726971691682778,0.3858726524180027,1
0.8857042731220133,0.41686001553723595,1
0.6367967457359283,0.28693075794371525,1
0.6123565864370842,0.2258750466374917,1
0.8280195690194359,0.7426920868022674,2
0.614432207296412,0.3320591515573622,1
0.8465106027674344,0.7818372356523837,2
0.8701920058451789,0.7620700796065206,2
0.9485693201273436,0.24259239905248087,2
0.8421253866645465,0.5091095810429049,1
0.9611829933392103,0.7437974358484046,2
0.31099469159347815,0.12328895494697178,2
0.6179277901093166,0.3506262630751288,0
0.7043116299644528,0.4648734690458485,1
0.7033098892178721,0.57681592375829,1
0.7654700933519502,0.04776936236333329,2
0.8421066090159106,0.6434740724247262,1
0.3705646280870444,0.2665679289353785,1
0.9921358121996123,0.8071332136450837,2
0.991888898069394,0.007721639065131014,2
0.8724357794582237,0.5362201411296191,1
0.23631590036263272,0.13467305970133003,2
0.7467473433661717,0.46910718881257363,1
0.5272233410745335,0.34522776374064035,0
0.7955955623327959,0.460546110076241,1
0.3395672640344086,0.12292237143490903,2
0.1542965465751942,0.12329112519305119,2
0.6148639832243474,0.08637232797182781,2
0.6771862455898207,0.03963197117001416,2
0.7322184976581113,0.7094755387947593,1
0.42460937210630234,0.23263476758743407,1
0.758710137822192,0.05534488878291499,2
0.6727031574725679,0.5209338023096048,0
0.6606099272015545,0.17227538032978973,1
0.6849098653897414,0.3912058929574961,1
